rate_id,rate_date,rate_title,rate_value,traveller_type,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverage,ground_service,value_for_money,recommended
Tapani Utunen,14th March 2016,"""staff energetic and motivated""",10,Couple Leisure,Economy Class,HEL to BOM via LHR,March 2016,5,5,5,5,5,yes
J Tydeman,13th March 2016,"""crew polite but not friendly""",5,Couple Leisure,Premium Economy,PUJ to LGW,March 2016,2,3,3,4,3,yes
Bob Motto,13th March 2016,"""seats are very uncomfortable""",1,Business,Economy Class,LHR to SVO,March 2016,1,2,1,5,2,no
R Ziegler,13th March 2016,"""rather typical BA attitude""",7,Solo Leisure,Economy Class,LHR to ZRH,March 2016,4,3,3,3,4,yes
R Ziegler,12th March 2016,"""friendly and attentive crew""",8,Solo Leisure,Business Class,ZRH to LHR,February 2016,4,4,3,4,3,yes
Sarah Hopkins,12th March 2016,"""terrible customer service""",1,Business,Economy Class,AMS to LHR,March 2016,0,0,0,1,1,no
M Haugh,12th March 2016,"""not overly happy with experience""",4,Couple Leisure,Premium Economy,MIA to LHR,November 2015,1,4,3,4,2,no
D Finlay,11th March 2016,"""what a mistake""",2,Business,Premium Economy,HKG to LHR,March 2016,3,3,3,1,1,no
Alison Poole,10th March 2016,"""polite and professional""",10,Solo Leisure,Economy Class,LHR to EDI,March 2016,5,5,3,5,3,yes
Erica Quarterman,10th March 2016,"""never to be repeated by us""",3,Couple Leisure,Business Class,SYD to LHR via SIN,February 2016,1,2,0,2,1,no
Steven Carrie,10th March 2016,"""Premium Economy recommended""",9,Couple Leisure,Premium Economy,EDI to SFO via LHR,September 2015,5,4,5,4,5,yes
J Tydeman,9th March 2016,"""IFE about 10 years out of date""",5,Couple Leisure,Economy Class,LGW to PUJ,March 2016,1,2,4,4,3,yes
F Raveney,9th March 2016,"""cabin was comfortable""",8,Couple Leisure,First Class,LHR to SIN,March 2016,5,4,3,3,5,yes
N Cumbers,9th March 2016,"""lounge closed for some time""",1,Business,Business Class,LGW to RAK,February 2016,2,4,4,1,1,no
Alan Clare,8th March 2016,"""not sure I'd pay for Premium Economy""",8,Couple Leisure,Premium Economy,LHR to GIG,February 2016,4,4,3,4,3,yes
D Day,8th March 2016,"""end-to-end experience poor""",2,Business,First Class,LHR to ORD,February 2016,1,1,1,1,1,no
Jeff Evans,8th March 2016,"""product can be so variable""",9,Solo Leisure,Economy Class,LHR to ATH,March 2016,4,5,4,5,5,yes
Klaus Malling Olsen,7th March 2016,"""a good experience flying BA""",8,Business,Economy Class,CPH to ACC via LHR,February 2016,4,4,4,3,5,yes
R Tompkins,7th March 2016,"""seat space same as economy""",8,Solo Leisure,Business Class,LHR to MUC,February 2016,2,5,5,5,5,yes
Peter Xie,7th March 2016,"""you're flying cattle class""",4,Solo Leisure,Economy Class,ARN to LHR,September 2015,1,2,2,3,3,no
Craig Cutts,7th March 2016,"""food offered was pretty basic""",3,Business,Business Class,LHR to HEL,March 2016,3,4,2,4,2,no
Kevin Murphy-Steele,6th March 2016,"""excessive hand baggage""",7,Couple Leisure,Economy Class,EDI to PHL via LHR,February 2016,4,5,4,4,4,yes
Rob Ward,6th March 2016,"""Friendly staff""",9,Solo Leisure,Economy Class,VCE to LGW,March 2016,4,5,5,4,5,yes
Ken Lim,6th March 2016,"""seat was comfortable""",9,Business,Business Class,LHR to MAA,February 2016,5,5,4,4,4,yes
J Garin,5th March 2016,"""decided to upgrade""",8,Solo Leisure,Business Class,JFK to LHR,March 2016,4,5,4,5,4,yes
J Garin,5th March 2016,"""seat pitch only 31 inches""",7,Solo Leisure,Economy Class,LHR to JFK,February 2016,4,4,3,4,4,yes
Craig Cutts,4th March 2016,"""on board service okay""",5,Business,Economy Class,LHR - EDI to LHR,March 2016,4,4,3,4,3,yes
J Sarson,4th March 2016,"""seats were uncomfortable""",4,Solo Leisure,Economy Class,JFK to LHR,March 2016,2,5,2,3,3,no
P Weber,2nd March 2016,"""cabin looks a bit shabby""",8,Couple Leisure,Economy Class,ACC to ZRH via LHR,February 2016,3,5,4,4,5,yes
S Lammi,1st March 2016,"""do what they say they will do""",9,Solo Leisure,Economy Class,OUL to LHR via HEL,February 2016,5,5,3,4,4,yes
J Joseph,29th February 2016,"""they have lost my business""",1,Business,Business Class,LHR to AMS,February 2016,1,2,1,3,1,no
Charles Stevenson,29th February 2016,"""shocking lack of legroom""",3,Solo Leisure,Business Class,OTP to LHR,February 2016,1,4,1,4,2,no
Mark Kamensek,28th February 2016,"""flight was amazing""",7,Business,Economy Class,IAD to LHR,February 2016,5,5,3,1,4,yes
Barry Dennis,27th February 2016,"""no entertainment""",2,Couple Leisure,Premium Economy,LHR to CPT,February 2016,3,2,2,4,1,no
Gordon Hulme,27th February 2016,"""BA has become so complacent""",3,Couple Leisure,First Class,MAN to GIG via LHR,January 2016,1,1,3,1,2,no
Debra Alexander,27th February 2016,"""customer service is abysmal""",1,Family Leisure,Premium Economy,Amsterdam to Orlando,August 2015,0,0,0,1,1,no
Ray Santos,26th February 2016,"""Service top notch """,8,Couple Leisure,Business Class,LAX to AMS via LHR,February 2016,4,5,3,5,5,yes
D Walker,26th February 2016,"""staff friendly and efficient""",9,Couple Leisure,Economy Class,LGW to PUJ,January 2016,4,5,3,2,5,yes
S Bryan,25th February 2016,"""dingy and tired looking""",3,Solo Leisure,Premium Economy,LGW to CUN,February 2016,4,1,3,3,3,no
Clive Drake,25th February 2016,"""like sleeping on a park bench""",2,Couple Leisure,First Class,KUL to LHR,February 2016,1,4,3,4,1,no
Colin Pay,25th February 2016,"""paid extra for exit row seats""",9,Couple Leisure,Economy Class,LHR to ATH,February 2016,5,5,5,5,5,yes
J Gwizdala,24th February 2016,"""flight just about adequate""",1,Family Leisure,Economy Class,LHR to YVR,February 2016,1,1,1,2,1,no
Blair Dubois,24th February 2016,"""unlikely I will fly BA again""",2,Business,Business Class,SEA to TLV via LHR,February 2016,3,3,2,2,2,no
Mark Freyton,23rd February 2016,"""crew were welcoming""",6,Couple Leisure,Business Class,LGW to NAP,February 2016,2,5,4,2,3,yes
Casey Frasi,22nd February 2016,"""service was satisfactory""",8,Solo Leisure,Economy Class,LHR to DUB,February 2016,5,3,3,3,4,yes
Tom Lewis,22nd February 2016,"""never travel with BA again""",1,Solo Leisure,Business Class,LHR to YYZ,February 2016,0,0,0,3,1,no
Tom Lewis,22nd February 2016,"""no storage around the seat""",3,Solo Leisure,Business Class,YYZ to LHR,February 2016,2,2,2,4,1,no
Jenny Bentley,20th February 2016,"""adequate leg room""",6,Couple Leisure,Economy Class,LGW to RAK,February 2016,3,4,2,4,4,yes
Manny Ferreira,18th February 2016,"""not responsible for luggage""",1,Family Leisure,Economy Class,YVR to LIS via LHR,January 2016,3,3,1,1,1,no
Guy Senior,15th February 2016,"""efficient check in""",8,Solo Leisure,Business Class,LGW to GVA,January 2016,5,5,4,2,5,yes
Mark Williams,13th February 2016,"""food was outstanding""",9,Couple Leisure,First Class,LHR to MIa,December 2015,5,5,5,4,4,yes
P Cartwright,13th February 2016,"""seating configuration is odd""",7,Family Leisure,Business Class,EDI to LAS via LHR,February 2016,4,5,5,3,4,yes
Daniel Van Gelder,13th February 2016,"""being second rate""",3,Family Leisure,Business Class,LHR to DXB,February 2016,3,3,3,2,3,no
R Brown,12th February 2016,"""clean new leather seats""",8,Solo Leisure,Economy Class,MXP to LHR,December 2015,4,4,4,3,4,yes
Tim Irvin,10th February 2016,"""crew were upbeat and attentive""",8,Solo Leisure,Economy Class,BCN to LHR,January 2016,3,5,4,4,3,yes
A D Storey,9th February 2016,"""definitely fly them again""",8,Business,Business Class,LHR to BOM,February 2016,4,5,4,4,5,yes
Guy Senior,9th February 2016,"""good food and drink""",9,Solo Leisure,First Class,ATL to LHR,November 2015,5,5,5,4,4,yes
B Wijesinghe,9th February 2016,"""cost-cutting being evident""",8,Business,Business Class,DOH to LHR via BAH,December 2015,4,4,4,3,4,yes
David Singh,8th February 2016,"""incompetent staff at check in""",2,Family Leisure,Economy Class,ZRH to LCY,February 2016,3,3,2,1,1,no
F Camara,7th February 2016,"""in need of urgent update""",4,Business,Business Class,LHR to GRU,January 2016,3,4,2,4,3,no
D Bourne,7th February 2016,"""good hand baggage only deal""",8,Solo Leisure,Economy Class,KBP to LHR,February 2016,4,4,5,1,5,yes
Matt Reed,7th February 2016,"""first and last time""",3,Family Leisure,Economy Class,YVR to LHR,February 2016,2,1,2,3,2,no
Andrew Rogers,5th February 2016,"""very nice welcome""",10,Couple Leisure,Economy Class,GLA to LHR,January 2016,4,5,5,5,5,yes
Derek Salter,4th February 2016,"""service was excellent""",8,Solo Leisure,Economy Class,JNB to JFK via LHR,January 2016,4,5,4,5,4,yes
David Ellis,2nd February 2016,"""not a first class experience""",5,Couple Leisure,First Class,GIG to LHR,February 2016,3,4,3,3,3,no
Michael Traynor,2nd February 2016,"""shockingly poor""",1,Couple Leisure,Premium Economy,LHR to YYC,February 2016,1,1,0,1,1,no
Clive Drake,2nd February 2016,"""not overwhelming First Class""",8,Couple Leisure,First Class,LHR to SIN,January 2016,3,4,4,3,3,no
Glenn Standish,30th January 2016,"""crew were fine but nothing special""",7,Couple Leisure,Economy Class,WAW to HKG via LHR,January 2016,3,3,4,4,4,yes
Nick Berry,29th January 2016,British Airways customer review,10,Business,First Class,LHR to EWR,January 2016,5,5,5,4,4,yes
Guy Senior,28th January 2016,"""very little seat privacy""",7,Solo Leisure,Business Class,LCY to JFK,October 2015,3,5,1,5,5,yes
M Stanger,27th January 2016,"""staff were loud and abrupt""",1,Solo Leisure,Economy Class,LHR to BOS,January 2016,2,2,1,1,2,no
Juliane Okot Bitek,26th January 2016,"""another dreadful experience""",2,Solo Leisure,Economy Class,YVR to NBO via LHR,December 2015,2,2,2,1,3,no
F George,23rd January 2016,"""extremely moody check in""",3,Couple Leisure,Economy Class,EDI to LGW,January 2016,4,4,4,1,4,no
David Ellis,23rd January 2016,"""an excellent service""",7,Couple Leisure,Business Class,LHR to GIG,January 2016,4,5,4,4,4,yes
Ann Habens,22nd January 2016,"""last time with BA ever""",1,Couple Leisure,Business Class,LGW to MLE,January 2016,1,1,1,1,1,no
Julie Johnston,22nd January 2016,"""great at helping us""",7,Family Leisure,Economy Class,GLA to CDG via LHR,January 2016,4,5,4,4,4,yes
T Carr,20th January 2016,"""think twice about booking""",4,Couple Leisure,Economy Class,LHR to CPT,January 2016,3,3,2,5,2,no
J Goulding,19th January 2016,"""zero customer service skills""",3,Couple Leisure,Business Class,JNB to LHR,January 2016,3,2,2,1,1,no
David Bollaert,18th January 2016,"""very pleasant flights""",10,Couple Leisure,Economy Class,GLA to JFK via LHR,December 2015,4,5,5,4,5,yes
Geoffrey Wyndham-Jones,16th January 2016,"""best sets of flights""",10,Solo Leisure,Premium Economy,KWI to EDI via LHR,December 2015,5,5,5,5,5,yes
Christopher Duffey,16th January 2016,"""extra fare not justified""",6,Solo Leisure,Premium Economy,YVR to LHR,January 2016,3,3,1,4,2,no
J Donaldson,16th January 2016,"""my bags haven't arrived""",1,Solo Leisure,Premium Economy,LHR to SFO via EDI,January 2016,1,1,0,1,1,no
Victor Sun,16th January 2016,"""nice cabin attendants""",6,Solo Leisure,Economy Class,FRA to LCY,October 2015,5,5,4,2,3,yes
Victor Sun,16th January 2016,"""check in was efficient""",7,Solo Leisure,Economy Class,LGW to SZG,September 2015,4,4,3,3,4,yes
Susan Walker,15th January 2016,"""the lack of service""",1,Family Leisure,Premium Economy,MIA to MAN via LHR,January 2016,2,1,1,1,1,no
James Deverick,15th January 2016,"""won't be using BA again""",4,Couple Leisure,Economy Class,BKK to LHR,December 2015,2,2,1,3,2,no
Victor Sun,15th January 2016,"""good value for money""",8,Solo Leisure,Economy Class,HKG to LHR,September 2015,4,5,3,4,4,yes
Tim Brear,14th January 2016,"""needs to up its game""",2,Business,Economy Class,LBA to LHR,January 2016,1,5,3,5,3,no
N Brandts,13th January 2016,"""old but comfortable Boeing 767""",8,Solo Leisure,Economy Class,AMS to LHR,January 2016,4,4,4,5,4,yes
Hans Roloff,12th January 2016,"""champagne almost as warm as cup of tea""",4,Solo Leisure,First Class,HKG to LHR,December 2015,5,4,2,3,2,no
J vanRooyen,12th January 2016,"""time to upgrade the cabin""",8,Solo Leisure,Business Class,CPT to LHR,February 2015,4,3,4,4,4,yes
P Wood,12th January 2016,"""they really do not care""",2,Family Leisure,Economy Class,MCO to LHR via MIA,January 2016,4,3,2,1,1,no
Catalin-Alexandru Epure,11th January 2016,"""would fly them again""",8,Solo Leisure,Economy Class,LHR to SFO,January 2016,4,5,5,4,4,yes
Ian Taylor,10th January 2016,"""where have standards gone?""",2,Business,Economy Class,CPH to LHR,December 2015,2,1,1,3,3,no
Pat Malcolm,10th January 2016,"""not sure I'd fly British Airways """,3,Couple Leisure,Economy Class,LHR to LAS,September 2015,2,1,1,3,2,no
Michael Ingram,10th January 2016,"""really slipping down""",7,Couple Leisure,Business Class,BKK to LHR,January 2016,2,3,2,3,3,yes
David Jackson,9th January 2016,"""seats generally okay""",7,Solo Leisure,Economy Class,LHR to JED,January 2016,3,4,4,3,4,yes
Andrew Blakesley,9th January 2016,"""standards are slipping""",1,Couple Leisure,Business Class,FNC to LGW,December 2015,1,2,1,2,1,no
Leigh Moore,8th January 2016,"""abyssal customer service""",3,Business,Business Class,LHR to JFK,October 2015,3,1,1,1,2,no
S Bird,8th January 2016,"""it's disappointing""",6,Family Leisure,Premium Economy,iAH to LHR,December 2015,3,3,3,3,2,no
Claudiu Savulescu,7th January 2016,"""service was good""",8,Family Leisure,Economy Class,OTP to LHR,December 2015,4,4,4,3,5,yes
Mike Palmer,7th January 2016,"""questioning my loyalty """,7,Couple Leisure,Business Class,YYZ to LHR,December 2015,2,2,2,4,4,no
C Kay,7th January 2016,"""better than Club World""",8,Couple Leisure,First Class,LHR to MEX,January 2016,4,5,4,4,5,yes
E Eyre,7th January 2016,"""they are old planes""",1,Family Leisure,First Class,LAS to LHR,December 2015,1,2,3,2,1,no
Paul Budd,7th January 2016,"""seat was comfortable""",6,Couple Leisure,Premium Economy,MUC to JFK via LHR,January 2016,3,3,4,5,4,yes
Alan O'Brien,6th January 2016,"""BA should have done more""",1,Couple Leisure,Economy Class,LHR to PSA,December 2015,4,2,1,1,1,no
E Thomson,6th January 2016,"""another shabby experience""",3,Couple Leisure,Economy Class,LHR to GLA,January 2016,3,3,2,2,1,no
Sebastian O'Connor,5th January 2016,"""seats quite comfortable""",8,Couple Leisure,Economy Class,MLA to LGW,January 2016,4,4,4,4,5,yes
Gayle Lee,5th January 2016,"""service was terrible""",2,Couple Leisure,Economy Class,JNB to DUB via LHR,December 2015,3,5,4,3,4,no
J Brett,5th January 2016,"""food was pretty good""",7,Solo Leisure,Economy Class,TLV to PHL via LHR,November 2015,3,4,4,4,1,yes
Daniel Oliva,5th January 2016,"""staff was very helpful""",9,Family Leisure,Economy Class,NCE to YUL via LHR,January 2016,5,5,4,5,5,yes
Peter Cross,4th January 2016,"""most unpleasant experience""",2,Solo Leisure,Economy Class,BKK to LHR,January 2016,1,1,1,2,1,no
Paige Marshall,4th January 2016,"""gave their friends first class champagne""",1,Couple Leisure,Premium Economy,LGW to PUJ,December 2015,1,1,1,1,1,no
John Davey,2nd January 2016,"""a very poor experience""",2,Family Leisure,Economy Class,LHR to JNB,December 2015,1,4,1,3,1,no
Alan Kurimura,2nd January 2016,"""experience was adequate""",6,Solo Leisure,Economy Class,YVR-LIS via LHR,June 2015,3,3,3,4,3,no
Moksh Sharma,2nd January 2016,"""was a good flight""",8,Family Leisure,Business Class,LHR to DEL,December 2015,4,4,4,5,4,yes
Nicholas Benito,2nd January 2016,"""professional attentive cabin crew""",9,Business,Business Class,MAD to LAX via LHR,November 2015,4,5,5,5,4,yes
C Walker,1st January 2016,"""the worst business class""",1,Couple Leisure,Business Class,CPH to ORD via LHR,December 2015,2,3,1,1,1,no
R Simon,30th December 2015,"""only book BA if lowest fare""",5,Solo Leisure,Economy Class,VIE to NCL via LHR,November 2015,3,3,3,4,2,yes
J Fairclough,30th December 2015,"""cost no more than Ryanair""",7,Solo Leisure,Economy Class,LHR to BCN,December 2015,3,3,3,4,4,yes
Rob Jacobs,28th December 2015,"""sad to see the same old planes """,4,Solo Leisure,Economy Class,LHR to NCL,December 2015,2,3,1,4,1,no
David Jackson,28th December 2015,"""clean and efficient""",10,Solo Leisure,Economy Class,JED to LHR,December 2015,4,5,5,4,5,yes
A Saraiva,27th December 2015,"""service onboard was dreadful""",3,Couple Leisure,Economy Class,LIS to LHR,December 2015,3,1,3,3,3,no
James Cohen,25th December 2015,"""entirely unsympathetic""",1,Business,Economy Class,New York to London,December 2015,4,4,3,1,1,no
Rowan Michaels,25th December 2015,"""Air Canada next time""",5,Solo Leisure,Business Class,LHR to YVR,December 2015,4,4,3,3,2,no
Robert Overbury,25th December 2015,"""last time I will fly British Airways""",4,Couple Leisure,Premium Economy,Gatwick to Las Vegas,October 2015,4,2,1,3,2,no
Siobhan Steinhagen,22nd December 2015,"""I was disappointed""",2,Family Leisure,Premium Economy,CPT to GVA via LHR,December 2015,1,3,3,2,2,no
M Spielbichler,21st December 2015,"""I am left disappointed""",3,Business,Economy Class,London to Vancouver,December 2015,2,4,3,1,2,no
Sayantan Biswas,21st December 2015,"""tired and jaded aircraft""",1,Family Leisure,Economy Class,LHR to BOM,December 2015,1,1,2,3,1,no
Mark Dawes,20th December 2015,"""upped their game with food""",9,Couple Leisure,Business Class,LGW to MCO,December 2015,5,5,5,4,5,yes
Shirley Scott,20th December 2015,"""excellent flights""",9,Couple Leisure,Economy Class,GLA to MUC via LHR,December 2015,4,5,4,5,5,yes
G Black,19th December 2015,"""tired, overpriced airline""",1,Couple Leisure,Economy Class,LHR to BKK,September 2015,1,4,3,2,1,no
Alex Sawle,19th December 2015,"""don't bother with British Airways""",1,Couple Leisure,Economy Class,LGW to SSH,December 2015,0,0,0,1,1,no
A Bhatia,18th December 2015,"""we are disappointed""",5,Couple Leisure,First Class,PHX to LHR,December 2015,4,2,2,1,2,no
S Siauw,18th December 2015,"""satisfactory and recommended""",9,Family Leisure,Economy Class,LCY to GVA,December 2015,4,5,4,4,4,yes
D Goodman-Anders,16th December 2015,"""seat very comfortable""",9,Couple Leisure,Business Class,GRU to LHR,December 2015,5,5,5,5,5,yes
D Giertlova,16th December 2015,"""good experience for the price""",7,Family Leisure,Economy Class,Prague to New York via London,December 2015,5,5,2,4,4,yes
Javier Bacallado,16th December 2015,"""food was decent""",7,Solo Leisure,Economy Class,Madrid to Sydney via LHR,December 2015,4,1,3,4,4,yes
Brian Park,16th December 2015,"""service very good and friendly""",5,Couple Leisure,Business Class,Heathrow to Johannesburg,October 2015,2,4,3,2,3,no
D Goodman-Anders,16th December 2015,"""recommend British Airways""",9,Couple Leisure,Business Class,LGW to BCN,November 2015,4,5,5,5,5,yes
Sarah Shailes,16th December 2015,"""absolutely chaotic boarding process""",1,Solo Leisure,Economy Class,Salzburg to London Gatwick,December 2015,2,1,1,2,1,no
Colin Pay,15th December 2015,"""would not pay the asking price""",10,Couple Leisure,Business Class,LHR to AMS,December 2015,5,5,5,5,5,yes
Russell Pearson,15th December 2015,"""staff seem preoccupied""",3,Solo Leisure,Business Class,London to Los Angeles,December 2015,3,3,2,3,1,no
Graham Turner,15th December 2015,"""definitely to be avoided""",1,Couple Leisure,Premium Economy,GIG to LHR,November 2015,3,2,2,2,1,no
Linda Sharp,15th December 2015,British Airways customer review,10,Couple Leisure,Business Class,LHR to YVR,December 2015,5,5,5,5,5,yes
